family,material_identifier,record_identifier,formula,model,V0,K0,K0_prime,pressure_min_gpa,pressure_max_gpa,temperature_min_k,temperature_max_k,reference_doi
experimental_fit,in_sun_2010_legacy,in_sun_2010_low_vn,In,vinet,26.12027952664461,40.064,5.017,0.0,1.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,in_sun_2010_legacy,in_sun_2010_low_mrs3,In,morse_3,26.12027952664461,39.727,5.347,0.0,1.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,in_sun_2010_legacy,in_sun_2010_low_sms3,In,sun_morse_3,26.12027952664461,39.946,5.28,0.0,1.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,in_sun_2010_legacy,in_sun_2010_low_sms4,In,sun_morse_4,26.12027952664461,39.83,5.289,0.0,1.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,indium_bct,indium_bct_delta_archive_experimental_reference_bm3,In,birch_murnaghan_3,51.4064043184,44.7057199504,5.35,,,,,10.24435/materialscloud:5e-mv
compiled_reference,iridium,iridium_delta_archive_experimental_reference_bm3,Ir,birch_murnaghan_3,56.2563451932,362.2372836709,4.83,,,,,10.24435/materialscloud:5e-mv
experimental_fit,iron,iron_dewaele_2019_mao_vinet,Fe,vinet,22.418,164.5,4.96,17.0,204.0,300.0,300.0,10.3390/min9110684
experimental_fit,iron,iron_dewaele_2019_dor_vinet,Fe,vinet,22.354,168.4,5.33,17.0,204.0,300.0,300.0,10.3390/min9110684
thermal_mixed,iron,iron_zhang_2025_fit1_birch_murnaghan_3_mgd,hcp-Fe,birch_murnaghan_3,22.43720387565302,174.7,4.79,0.0,1374.0,300.0,12000.0,10.3390/cryst15030221
thermal_mixed,iron,iron_zhang_2025_fit2_birch_murnaghan_3_mgd,hcp-Fe,birch_murnaghan_3,22.427240641249973,175.1,4.787,0.0,1374.0,300.0,12000.0,10.3390/cryst15030221
thermal_mixed,iron,iron_zhang_2025_fit5_vinet_mgd,hcp-Fe,vinet,22.427240641249973,151.6,5.845,0.0,1374.0,300.0,12000.0,10.3390/cryst15030221
compiled_reference,lead_fcc,lead_fcc_delta_archive_experimental_reference_bm3,Pb,birch_murnaghan_3,119.4528799808,46.3406063802,5.335,,,,,10.24435/materialscloud:5e-mv
experimental_fit,lead_hcp,lead_hcp_dewaele_2019_mao_vinet,Pb,vinet,56.126,71.8,4.4,13.0,131.0,300.0,300.0,10.3390/min9110684
experimental_fit,lead_hcp,lead_hcp_dewaele_2019_dor_vinet,Pb,vinet,56.116,70.0,4.77,13.0,131.0,300.0,300.0,10.3390/min9110684
compiled_reference,lithium_9r,lithium_9r_delta_archive_experimental_reference_bm3,Li,birch_murnaghan_3,61.2357920337,13.0656516899,3.51,,,,,10.24435/materialscloud:5e-mv
compiled_reference,magnesium_hcp,magnesium_hcp_delta_archive_experimental_reference_bm3,Mg,birch_murnaghan_3,45.294359626,38.6053690056,4.8,,,,,10.24435/materialscloud:5e-mv
compiled_reference,manganese_alpha,manganese_alpha_delta_archive_experimental_reference_bm3,Mn,birch_murnaghan_3,694.1446999324,174.7008209027,6.6,,,,,10.24435/materialscloud:5e-mv
experimental_fit,mg_sun_2010_legacy,mg_sun_2010_low_vn,Mg,vinet,23.247546940433853,34.527,4.049,0.0,8.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mg_sun_2010_legacy,mg_sun_2010_low_mrs3,Mg,morse_3,23.247546940433853,34.614,3.9626,0.0,8.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mg_sun_2010_legacy,mg_sun_2010_low_sms3,Mg,sun_morse_3,23.247546940433853,34.586,3.998,0.0,8.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mg_sun_2010_legacy,mg_sun_2010_low_sms4,Mg,sun_morse_4,23.247546940433853,34.612,3.957,0.0,8.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mo_sun_2010_legacy,mo_sun_2010_low_vn,Mo,vinet,15.587480223560899,269.51,3.857,0.0,60.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mo_sun_2010_legacy,mo_sun_2010_low_mrs3,Mo,morse_3,15.587480223560899,267.24,4.077,0.0,60.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mo_sun_2010_legacy,mo_sun_2010_low_sms3,Mo,sun_morse_3,15.587480223560899,267.82,4.039,0.0,60.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mo_sun_2010_legacy,mo_sun_2010_low_sms4,Mo,sun_morse_4,15.587480223560899,267.32,4.027,0.0,60.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,mo_sun_2010_legacy,mo_sun_2010_low_bn,Mo,baonza,15.587480223560899,270.55,3.742,0.0,60.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,molybdenum,molybdenum_delta_archive_experimental_reference_bm3,Mo,birch_murnaghan_3,31.016258389,276.211060431,3.98,,,,,10.24435/materialscloud:5e-mv
experimental_fit,molybdenum,molybdenum_dewaele_2019_mao_vinet,Mo,vinet,31.138,270.3,3.34,0.0,124.0,300.0,300.0,10.3390/min9110684
experimental_fit,molybdenum,molybdenum_dewaele_2019_dor_vinet,Mo,vinet,31.134,269.3,3.87,0.0,124.0,300.0,300.0,10.3390/min9110684
experimental_fit,molybdenum,molybdenum_dorfman_2012_tange_mgo_k0_fixed_vinet,Mo,vinet,31.17,261.0,4.19,0.0,207.0,300.0,300.0,10.1029/2012JB009292
experimental_fit,molybdenum,molybdenum_dorfman_2012_tange_mgo_k0_free_vinet,Mo,vinet,31.17,271.0,3.89,0.0,207.0,300.0,300.0,10.1029/2012JB009292
experimental_fit,nb_sun_2010_legacy,nb_sun_2010_low_vn,Nb,vinet,17.98363809749276,167.28,3.447,0.0,38.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,nb_sun_2010_legacy,nb_sun_2010_low_mrs3,Nb,morse_3,17.98363809749276,168.0,4.093,0.0,38.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,nb_sun_2010_legacy,nb_sun_2010_low_sms3,Nb,sun_morse_3,17.98363809749276,168.31,4.142,0.0,38.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,nb_sun_2010_legacy,nb_sun_2010_low_sms4,Nb,sun_morse_4,17.98363809749276,167.9,4.104,0.0,38.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ni_sun_2010_legacy,ni_sun_2010_low_vn,Ni,vinet,10.946273530809997,188.32,4.614,0.0,46.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ni_sun_2010_legacy,ni_sun_2010_low_mrs3,Ni,morse_3,10.946273530809997,188.59,4.752,0.0,46.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ni_sun_2010_legacy,ni_sun_2010_low_sms3,Ni,sun_morse_3,10.946273530809997,188.35,4.803,0.0,46.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ni_sun_2010_legacy,ni_sun_2010_low_sms4,Ni,sun_morse_4,10.946273530809997,188.72,4.73,0.0,46.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,nickel,nickel_delta_archive_experimental_reference_bm3,Ni,birch_murnaghan_3,43.2308995432,192.4580551235,4.0,,,,,10.24435/materialscloud:5e-mv
experimental_fit,nickel,nickel_dewaele_2019_mao_vinet,Ni,vinet,43.816,177.5,4.83,0.0,157.0,300.0,300.0,10.3390/min9110684
experimental_fit,nickel,nickel_dewaele_2019_dor_vinet,Ni,vinet,43.808,176.0,5.322,0.0,157.0,300.0,300.0,10.3390/min9110684
compiled_reference,niobium,niobium_delta_archive_experimental_reference_bm3,Nb,birch_murnaghan_3,35.9456148978,173.1796015761,4.015,,,,,10.24435/materialscloud:5e-mv
compiled_reference,osmium,osmium_delta_archive_experimental_reference_bm3,Os,birch_murnaghan_3,27.6911255324,424.6083092316,4.5,,,,,10.24435/materialscloud:5e-mv
compiled_reference,palladium,palladium_delta_archive_experimental_reference_bm3,Pd,birch_murnaghan_3,58.259672456,187.1936487566,5.0,,,,,10.24435/materialscloud:5e-mv
experimental_fit,pb_sun_2010_legacy,pb_sun_2010_low_vn,Pb,vinet,30.33804875726618,44.026,4.996,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pb_sun_2010_legacy,pb_sun_2010_low_mrs3,Pb,morse_3,30.33804875726618,44.005,5.277,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pb_sun_2010_legacy,pb_sun_2010_low_sms3,Pb,sun_morse_3,30.33804875726618,44.066,5.256,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pb_sun_2010_legacy,pb_sun_2010_low_sms4,Pb,sun_morse_4,30.33804875726618,44.117,5.217,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pd_sun_2010_legacy,pd_sun_2010_low_vn,Pd,vinet,14.772155541578542,193.37,5.565,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pd_sun_2010_legacy,pd_sun_2010_low_mrs3,Pd,morse_3,14.772155541578542,195.18,5.227,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pd_sun_2010_legacy,pd_sun_2010_low_sms3,Pd,sun_morse_3,14.772155541578542,194.94,5.25,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pd_sun_2010_legacy,pd_sun_2010_low_sms4,Pd,sun_morse_4,14.772155541578542,195.25,5.209,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,platinum,platinum_delta_archive_experimental_reference_bm3,Pt,birch_murnaghan_3,60.0886777052,285.5122223387,5.18,,,,,10.24435/materialscloud:5e-mv
experimental_fit,platinum,platinum_dewaele_2019_mao_vinet,Pt,vinet,60.396,273.4,4.83,0.0,95.0,300.0,300.0,10.3390/min9110684
experimental_fit,platinum,platinum_dewaele_2019_dor_vinet,Pt,vinet,60.392,270.8,5.5,0.0,95.0,300.0,300.0,10.3390/min9110684
experimental_fit,platinum,platinum_dewaele_2004_mao_ruby_vinet,Pt,vinet,60.38,275.3,4.78,0.0,144.0,300.0,300.0,10.1103/PhysRevB.70.094112
experimental_fit,platinum,platinum_dewaele_2004_revised_ruby_vinet,Pt,vinet,60.38,277.0,5.08,0.0,144.0,300.0,300.0,10.1103/PhysRevB.70.094112
experimental_fit,platinum,platinum_dorfman_2012_tange_mgo_k0_fixed_vinet,Pt,vinet,60.38,277.0,5.43,0.0,226.0,300.0,300.0,10.1029/2012JB009292
experimental_fit,platinum,platinum_dorfman_2012_tange_mgo_k0_free_vinet,Pt,vinet,60.38,280.0,5.29,0.0,226.0,300.0,300.0,10.1029/2012JB009292
compiled_reference,potassium_bcc,potassium_bcc_delta_archive_experimental_reference_bm3,K,birch_murnaghan_3,144.398713828,3.7509702193,4.089,,,,,10.24435/materialscloud:5e-mv
experimental_fit,pt_sun_2010_legacy,pt_sun_2010_low_vn,Pt,vinet,15.10758443314766,281.42,4.879,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pt_sun_2010_legacy,pt_sun_2010_low_mrs3,Pt,morse_3,15.10758443314766,281.27,5.115,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pt_sun_2010_legacy,pt_sun_2010_low_sms3,Pt,sun_morse_3,15.10758443314766,281.18,5.132,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pt_sun_2010_legacy,pt_sun_2010_low_sms4,Pt,sun_morse_4,15.10758443314766,281.36,5.1,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,pt_sun_2010_legacy,pt_sun_2010_low_bn,Pt,baonza,15.10758443314766,282.09,4.954,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,rhenium,rhenium_delta_archive_experimental_reference_bm3,Re,birch_murnaghan_3,29.2387968532,380.7610091505,5.41,,,,,10.24435/materialscloud:5e-mv
experimental_fit,rhenium,rhenium_dewaele_2019_mao_vinet,Re,vinet,29.474,350.5,3.98,0.0,144.0,300.0,300.0,10.3390/min9110684
experimental_fit,rhenium,rhenium_dewaele_2019_dor_vinet,Re,vinet,29.468,350.5,4.62,0.0,144.0,300.0,300.0,10.3390/min9110684
compiled_reference,rhodium,rhodium_delta_archive_experimental_reference_bm3,Rh,birch_murnaghan_3,54.2852259008,277.1283701334,4.5,,,,,10.24435/materialscloud:5e-mv
compiled_reference,rubidium_bcc,rubidium_bcc_delta_archive_experimental_reference_bm3,Rb,birch_murnaghan_3,178.3113706998,3.5526213033,3.885,,,,,10.24435/materialscloud:5e-mv
compiled_reference,ruthenium,ruthenium_delta_archive_experimental_reference_bm3,Ru,birch_murnaghan_3,26.898863862,335.5206725035,6.61,,,,,10.24435/materialscloud:5e-mv
compiled_reference,scandium_hcp,scandium_hcp_delta_archive_experimental_reference_bm3,Sc,birch_murnaghan_3,49.5391223042,44.5429241793,2.8,,,,,10.24435/materialscloud:5e-mv
compiled_reference,silver,silver_delta_archive_experimental_reference_bm3,Ag,birch_murnaghan_3,67.4010684896,105.7066536338,4.725,,,,,10.24435/materialscloud:5e-mv
experimental_fit,silver,silver_dewaele_2019_mao_vinet,Ag,vinet,68.28,100.2,5.7,0.0,124.0,300.0,300.0,10.3390/min9110684
experimental_fit,silver,silver_dewaele_2019_dor_vinet,Ag,vinet,68.352,96.6,6.22,0.0,124.0,300.0,300.0,10.3390/min9110684
experimental_fit,sn_sun_2010_legacy,sn_sun_2010_low_vn,Sn,vinet,27.09999757627718,43.636,5.338,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,sn_sun_2010_legacy,sn_sun_2010_low_mrs3,Sn,morse_3,27.09999757627718,43.841,5.283,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,sn_sun_2010_legacy,sn_sun_2010_low_sms3,Sn,sun_morse_3,27.09999757627718,43.826,5.296,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,sn_sun_2010_legacy,sn_sun_2010_low_sms4,Sn,sun_morse_4,27.09999757627718,43.847,5.266,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,sodium_9r,sodium_9r_delta_archive_experimental_reference_bm3,Na,birch_murnaghan_3,111.5255860674,7.9126957362,4.13,,,,,10.24435/materialscloud:5e-mv
compiled_reference,strontium_fcc,strontium_fcc_delta_archive_experimental_reference_bm3,Sr,birch_murnaghan_3,222.4144497904,11.9842858226,2.485,,,,,10.24435/materialscloud:5e-mv
experimental_fit,ta_sun_2010_legacy,ta_sun_2010_low_vn,Ta,vinet,17.933821925477545,197.6,4.012,0.0,48.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ta_sun_2010_legacy,ta_sun_2010_low_mrs3,Ta,morse_3,17.933821925477545,197.68,3.81,0.0,48.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ta_sun_2010_legacy,ta_sun_2010_low_sms3,Ta,sun_morse_3,17.933821925477545,197.64,3.809,0.0,48.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ta_sun_2010_legacy,ta_sun_2010_low_sms4,Ta,sun_morse_4,17.933821925477545,197.2,3.842,0.0,48.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ta_sun_2010_legacy,ta_sun_2010_low_bn,Ta,baonza,17.933821925477545,197.75,3.706,0.0,48.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,tantalum,tantalum_delta_archive_experimental_reference_bm3,Ta,birch_murnaghan_3,35.8666267132,202.6879051772,3.75,,,,,10.24435/materialscloud:5e-mv
experimental_fit,tantalum,tantalum_dewaele_2019_mao_vinet,Ta,vinet,36.04,197.9,3.17,0.0,90.0,300.0,300.0,10.3390/min9110684
experimental_fit,tantalum,tantalum_dewaele_2019_dor_vinet,Ta,vinet,36.038,196.1,3.64,0.0,90.0,300.0,300.0,10.3390/min9110684
